make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
Opel Corsa,Sedans,14477,150,66,New,"Cloth, Black",1.398,BENZINE,9,1,12,2019.0,Grey,4.0,5,Automatic,6.6,8.2,143
Renault Clio,Station wagon,10450,28200,66,Employee's car,Cloth,1.461,DIESEL,8,1,10,2018.0,Grey,5.0,5,Manual,3.3,3.7,85
Audi A3,Station wagon,22330,0,85,New,Cloth,0.999,BENZINE,8,1,13,2019.0,Silver,5.0,5,Manual,5.0,5.5,114
Opel Astra,Station wagon,14900,39000,100,Employee's car,"Part leather, Black",1.598,DIESEL,14,2,13,2017.0,Black,5.0,5,Automatic,4.5,5.7,119
Audi A1,Compact,15799,14560,60,Demonstration,"Cloth, Black",0.999,BENZINE,14,3,13,2018.0,Black,5.0,4,Manual,4.2,5.0,97
Renault Clio,Sedans,13999,22071,87,Used,"Cloth, Grey",1.197,BENZINE,13,2,11,2018.0,Grey,4.0,5,Automatic,5.3,6.8,120
Opel Corsa,Compact,8900,45000,51,Used,Cloth,1.229,BENZINE,2,1,5,2017.0,White,5.0,5,Manual,5.4,6.7,124
Audi A1,Sedans,18490,16700,92,Used,"Cloth, Black",1.395,BENZINE,12,4,14,2017.0,Red,4.0,4,Automatic,5.1,6.3,117
Opel Astra,Station wagon,26540,10,110,Pre-registered,"Cloth, Black",1.399,BENZINE,21,5,18,2019.0,Silver,5.0,5,Automatic,6.0,7.5,138
Audi A3,Sedans,18500,31150,110,Used,"Part leather, Black",1.395,BENZINE,14,1,14,2017.0,Blue,4.0,5,Manual,4.7,5.8,109
Audi A3,Sedans,19500,44000,81,Used,Other,1.598,DIESEL,6,1,9,2016.0,Black,4.0,5,Semi-automatic,3.8,4.3,99
Opel Insignia,Station wagon,17750,75690,125,Used,"Full leather, Black",1.956,DIESEL,21,4,21,2016.0,Grey,5.0,5,Automatic,6.2,8.5,164
Opel Insignia,Sedans,17999,33100,125,Used,"Cloth, Black",1.598,BENZINE,23,3,23,2016.0,Brown,4.0,5,Automatic,6.7,0.0,159
Audi A1,Compact,15490,29950,110,Used,"Cloth, Other",1.395,BENZINE,10,2,12,2016.0,Grey,5.0,4,Automatic,4.7,5.8,109
Renault Espace,Van,32000,16615,118,Employee's car,"Full leather, Beige",1.598,DIESEL,26,3,18,2017.0,Black,5.0,5,Automatic,4.7,5.1,120
Audi A3,Sedans,22000,10000,85,Used,Other,1.598,DIESEL,19,4,24,2018.0,White,4.0,5,Semi-automatic,3.9,4.1,103
Renault Clio,Compact,12545,23491,88,Used,Black,1.197,BENZINE,6,1,1,2016.0,Blue,5.0,5,Automatic,5.4,6.8,120
Opel Corsa,Sedans,12990,14246,66,Used,"Cloth, Other",1.398,BENZINE,8,1,12,2018.0,Silver,4.0,5,Automatic,5.2,6.6,123
Opel Insignia,Station wagon,15450,76450,125,Used,"Cloth, Black",1.956,DIESEL,20,6,16,2016.0,White,5.0,5,Manual,4.5,5.7,124
Opel Astra,Sedans,10980,88909,70,Used,"Cloth, Black",1.598,DIESEL,16,1,14,2016.0,Black,4.0,5,Manual,3.7,4.2,97
Audi A1,Compact,21435,15,85,Pre-registered,Cloth,0.999,BENZINE,4,1,69,2019.0,Grey,5.0,5,Manual,4.9,6.0,111
Opel Insignia,Station wagon,14490,85000,125,Used,"Cloth, Grey",1.956,DIESEL,22,6,18,2016.0,Black,5.0,5,Automatic,5.6,7.8,145
Opel Insignia,Station wagon,21500,17711,100,Used,Other,1.598,DIESEL,13,2,14,2017.0,Black,5.0,5,Automatic,5.0,6.5,132
Opel Astra,Station wagon,17199,45085,100,Used,"Cloth, Black",1.598,DIESEL,17,3,19,2017.0,Black,5.0,5,Automatic,4.5,5.7,119
Renault Espace,Van,38990,20,118,Pre-registered,"Full leather, Brown",1.598,DIESEL,29,4,20,2018.0,White,5.0,7,Automatic,4.7,5.1,123
Opel Corsa,Sedans,10990,50,51,Pre-registered,"Cloth, Grey",1.229,BENZINE,4,1,10,2019.0,White,4.0,5,Manual,5.7,7.4,131
Opel Astra,Station wagon,7990,127000,81,Used,"Cloth, Black",1.598,DIESEL,11,2,12,2016.0,White,5.0,5,Manual,3.7,3.9,98
Audi A1,Sedans,20500,12903,85,Used,"Cloth, Grey",1.598,DIESEL,2,1,9,2018.0,White,4.0,4,Automatic,4.0,4.6,105
Renault Espace,Compact,33400,886,118,Used,Other,1.598,DIESEL,19,1,69,2018.0,Black,3.0,5,Automatic,4.6,5.0,120
Audi A3,Sedans,21450,22875,85,Used,"Cloth, Black",1.598,DIESEL,13,2,13,2017.0,Silver,4.0,4,Automatic,4.1,4.7,109
Audi A3,Station wagon,23639,0,85,New,Cloth,0.999,BENZINE,12,1,10,2019.0,Black,5.0,5,Manual,5.0,5.5,114
Audi A1,Compact,22980,0,70,New,"Cloth, Black",0.999,BENZINE,14,1,15,2019.0,Grey,5.0,5,Manual,4.7,5.9,111
Audi A3,Sedans,21450,9400,85,Used,"Cloth, Black",1.598,DIESEL,15,4,13,2018.0,Grey,4.0,5,Manual,4.1,4.6,108
Opel Insignia,Sedans,11750,96000,100,Used,Other,1.598,DIESEL,5,1,9,2017.0,Black,4.0,5,Automatic,4.9,6.4,129
Audi A3,Sedans,22943,0,85,New,Other,1.598,DIESEL,16,1,12,2019.0,Silver,4.0,5,Manual,4.5,5.2,118
Audi A1,Sedans,15679,26946,85,Used,Other,1.598,DIESEL,10,2,15,2017.0,Black,4.0,4,Manual,3.5,4.3,97
Opel Insignia,Station wagon,19980,26400,125,Used,"Cloth, Black",1.956,DIESEL,24,6,25,2017.0,White,5.0,5,Automatic,5.7,7.2,150
Opel Corsa,Sedans,15690,300,66,Demonstration,Other,1.398,BENZINE,13,1,11,2018.0,Blue,4.0,5,Semi-automatic,4.8,5.8,112
Opel Astra,Station wagon,11990,69874,70,Used,"Cloth, Black",1.598,DIESEL,13,3,12,2017.0,Black,5.0,5,Manual,3.6,4.2,95
Audi A1,Compact,26490,0,85,New,"Cloth, Black",0.999,BENZINE,15,1,12,2019.0,Yellow,5.0,4,Automatic,4.9,5.9,111
Opel Corsa,Compact,10689,10,51,Pre-registered,"Cloth, Black",1.229,BENZINE,4,1,10,2019.0,Blue,5.0,5,Manual,5.8,7.3,134
Opel Astra,Sedans,16480,16700,100,Used,"Cloth, Grey",1.598,DIESEL,16,1,13,2017.0,Black,4.0,5,Automatic,4.5,5.7,119
Opel Astra,Sedans,10750,33208,77,Used,Cloth,0.999,BENZINE,10,1,13,2016.0,White,4.0,5,Manual,4.5,5.7,104
Audi A3,Sedans,25900,10,85,Pre-registered,"Cloth, Other",0.999,BENZINE,1,1,9,2019.0,Black,4.0,5,Automatic,5.1,5.8,117
Opel Insignia,Station wagon,12888,82000,125,Used,Other,1.956,DIESEL,10,2,13,2016.0,Blue,5.0,5,Automatic,4.7,5.8,124
Audi A1,Sedans,15980,17000,60,Used,"Cloth, Black",0.999,BENZINE,12,3,9,2018.0,Beige,4.0,4,Manual,4.4,5.2,104
Audi A3,Sedans,26950,50,85,Pre-registered,"Part leather, Black",1.598,DIESEL,13,1,12,2019.0,Grey,4.0,5,Automatic,4.0,4.2,106
Renault Espace,Other,34000,15000,118,Used,"Full leather, Beige",1.598,DIESEL,11,1,9,2018.0,White,4.0,5,Automatic,4.7,5.1,120
Audi A3,Sedans,24900,10,85,Pre-registered,"Other, Black",0.999,BENZINE,11,1,10,2019.0,Black,4.0,5,Automatic,5.1,5.8,114
Renault Clio,Station wagon,9999,6332,56,Used,Other,0.898,BENZINE,9,1,10,2019.0,White,5.0,5,Manual,5.0,6.3,113
Audi A1,Sedans,15990,8900,60,Employee's car,"Cloth, Black",0.999,BENZINE,15,4,13,2018.0,Red,4.0,5,Manual,4.2,5.0,97
Renault Espace,Van,31890,0,165,New,Other,1.798,BENZINE,12,2,13,2019.0,White,5.0,5,Automatic,7.4,9.6,168
Renault Clio,Station wagon,7800,93500,55,Used,Cloth,1.461,DIESEL,7,1,10,2016.0,Black,5.0,5,Manual,3.3,3.5,85
Renault Clio,Sedans,11490,66222,66,Used,Other,1.461,DIESEL,12,1,12,2016.0,Grey,4.0,5,Automatic,3.2,3.3,82
Renault Clio,Station wagon,15990,5509,88,Used,Other,1.197,BENZINE,12,2,11,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
Renault Clio,Station wagon,11450,10,56,New,"Cloth, Black",0.898,BENZINE,12,1,11,2019.0,Grey,5.0,5,Manual,5.2,6.5,118
Opel Astra,Sedans,10480,113308,81,Used,"Cloth, Grey",1.598,DIESEL,14,1,10,2016.0,Black,4.0,5,Manual,3.7,4.0,95
Audi A1,Compact,12499,39020,66,Used,"Cloth, Black",1.422,DIESEL,5,1,11,2016.0,Black,5.0,4,Manual,3.9,4.3,102
Opel Astra,Sedans,11990,17000,74,Used,"Cloth, Black",1.399,BENZINE,6,1,12,2017.0,Red,4.0,5,Manual,5.4,7.3,124
Opel Astra,Station wagon,14490,49990,74,Used,Other,1.598,DIESEL,2,1,8,2018.0,Black,5.0,5,Automatic,3.9,4.7,104
Opel Astra,Sedans,15450,25422,92,Used,Black,1.399,BENZINE,19,3,18,2018.0,Black,4.0,5,Manual,5.4,7.1,128
Opel Insignia,Station wagon,12980,98200,100,Used,"Full leather, Black",1.598,DIESEL,24,3,16,2016.0,Black,5.0,5,Manual,5.1,6.5,114
Audi A3,Sedans,23900,10,85,Pre-registered,"Cloth, Other",0.999,BENZINE,1,1,9,2019.0,Black,4.0,5,Automatic,5.1,5.8,117
Opel Corsa,Compact,12945,9503,66,Used,"Cloth, Black",1.398,BENZINE,14,2,14,2018.0,Silver,5.0,5,Automatic,4.7,5.8,110
Opel Corsa,Sedans,7900,53000,70,Used,Grey,1.248,DIESEL,12,4,16,2016.0,Grey,4.0,5,Manual,3.4,3.8,108
Opel Corsa,Compact,18622,15,66,New,"Cloth, Black",0.999,BENZINE,16,2,13,2019.0,Black,5.0,5,Automatic,4.6,5.6,105
Audi A3,Station wagon,26990,25,85,Pre-registered,"Cloth, Black",1.598,DIESEL,14,1,14,2019.0,White,5.0,5,Automatic,4.0,4.3,105
Audi A3,Sedans,25288,10,110,New,Cloth,1.498,BENZINE,14,1,13,2019.0,White,4.0,5,Automatic,5.2,6.4,117
Audi A1,Sedans,16800,12000,70,Used,Other,0.999,BENZINE,6,1,7,2018.0,Black,4.0,4,Manual,4.2,5.0,97
Opel Astra,Station wagon,17850,29195,110,Used,"Cloth, Black",0.999,BENZINE,20,5,14,2018.0,Black,5.0,5,Automatic,5.5,7.3,117
Audi A1,Sedans,19990,6722,70,Used,"Cloth, Black",0.999,BENZINE,11,1,8,2018.0,White,4.0,5,Automatic,4.4,5.4,102
Opel Corsa,Compact,9990,26650,66,Used,"Cloth, Grey",1.398,BENZINE,12,1,12,2016.0,Black,5.0,5,Automatic,4.7,5.8,110
Opel Astra,Station wagon,12670,35470,81,Used,"Other, Other",1.598,DIESEL,10,1,13,2017.0,Silver,5.0,5,Manual,3.5,4.0,95
Renault Espace,Van,41900,5000,118,Used,Grey,1.598,DIESEL,18,1,12,2018.0,Grey,5.0,7,Automatic,4.7,5.1,123
Audi A1,Compact,22650,3000,70,Demonstration,"Cloth, Black",0.999,BENZINE,17,2,12,2019.0,Grey,5.0,5,Manual,4.3,5.1,98
Renault Clio,Compact,14740,37828,88,Used,"Cloth, Black",1.197,BENZINE,7,1,4,2016.0,Grey,5.0,5,Automatic,5.4,6.8,120
Audi A3,Sedans,21500,25600,85,Used,"Cloth, Black",1.598,DIESEL,16,3,16,2018.0,White,4.0,5,Semi-automatic,3.9,4.1,103
Renault Clio,Station wagon,9450,63000,55,Used,"Cloth, Other",1.149,BENZINE,6,2,12,2017.0,Grey,5.0,5,Manual,5.6,7.2,127
Audi A1,Sedans,19500,8361,70,Used,"Cloth, Grey",0.999,BENZINE,16,2,13,2018.0,White,4.0,5,Automatic,4.4,5.4,102
Audi A3,Sedans,21978,10,85,New,Cloth,0.999,BENZINE,14,1,13,2019.0,White,4.0,5,Manual,5.1,6.1,118
Opel Insignia,Sedans,35970,356,125,Pre-registered,"Full leather, Other",1.956,DIESEL,14,5,17,2019.0,Black,4.0,5,Automatic,5.5,7.1,146
Renault Espace,Van,24900,34700,118,Used,"Part leather, Black",1.598,DIESEL,23,3,20,2017.0,Silver,5.0,7,Automatic,4.7,5.1,120
Opel Insignia,Sedans,19760,15400,100,Used,"Full leather, Black",1.598,DIESEL,19,1,18,2018.0,Black,4.0,5,Manual,5.1,6.5,114
Audi A1,Compact,15889,42023,70,Used,"Cloth, Black",0.999,BENZINE,13,1,14,2016.0,Black,5.0,4,Automatic,4.4,5.2,104
Opel Corsa,Compact,15650,3,66,Pre-registered,"Cloth, Black",1.398,BENZINE,16,2,13,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
Opel Astra,Station wagon,14890,85336,100,Used,"Cloth, Black",1.598,DIESEL,19,2,14,2016.0,White,5.0,5,Automatic,4.5,5.7,119
Opel Corsa,Compact,8990,50000,66,Used,"Cloth, Black",1.398,BENZINE,13,3,12,2017.0,Grey,5.0,5,Manual,5.6,6.8,128
Audi A1,Sedans,27870,1150,85,Demonstration,"Cloth, Black",0.999,BENZINE,17,6,16,2019.0,Blue,4.0,5,Automatic,4.9,5.9,111
Renault Clio,Station wagon,9289,46610,54,Used,"Cloth, Grey",1.149,BENZINE,6,1,12,2017.0,Black,5.0,5,Manual,5.7,7.2,135
Audi A3,Sedans,23500,44000,81,Used,"Cloth, Black",1.598,DIESEL,16,2,20,2017.0,Black,4.0,5,Semi-automatic,3.8,4.3,99
Audi A1,Sedans,19650,1,70,Pre-registered,"Cloth, Black",0.999,BENZINE,11,2,15,2019.0,White,4.0,5,Manual,4.6,5.8,104
Renault Espace,Van,31500,0,118,Pre-registered,"Part leather, Grey",1.598,DIESEL,23,3,20,2018.0,Black,5.0,5,Automatic,4.7,5.1,120
Opel Corsa,Compact,9940,15560,66,Employee's car,"Cloth, Black",1.398,BENZINE,12,1,12,2018.0,Red,5.0,5,Manual,5.2,6.6,123
Renault Espace,Van,31900,1,118,Pre-registered,Other,1.6,DIESEL,5,1,4,2019.0,White,5.0,7,Automatic,4.6,5.0,120
Audi A1,Sedans,16900,47750,71,Used,Other,0.999,BENZINE,10,2,10,2016.0,White,4.0,5,Automatic,4.4,5.0,102
Opel Corsa,Compact,13750,505,66,Employee's car,"Cloth, Black",1.398,BENZINE,14,3,13,2019.0,Black,5.0,5,Automatic,5.9,7.3,136
Audi A3,Sedans,22200,21000,85,Used,"Cloth, Black",1.598,DIESEL,17,6,17,2018.0,Grey,4.0,5,Automatic,3.9,4.1,103
Renault Espace,Van,38888,15,165,Demonstration,"Full leather, Brown",1.798,BENZINE,21,2,16,2018.0,Black,5.0,7,Automatic,6.8,8.7,153
Opel Corsa,Sedans,6990,46631,51,Used,Cloth,1.229,BENZINE,4,1,11,2016.0,White,4.0,5,Manual,5.4,6.7,126
Renault Espace,Van,32930,1510,165,Used,Brown,1.798,BENZINE,12,1,11,2019.0,Grey,5.0,7,Automatic,6.8,8.7,153
Audi A1,Sedans,12990,62079,70,Used,"Part leather, Black",0.999,BENZINE,14,3,14,2016.0,Black,4.0,4,Manual,4.2,5.0,99
Audi A3,Compact,24490,7,110,New,"Cloth, Black",1.498,BENZINE,12,1,3,2019.0,Black,5.0,5,Manual,5.5,6.4,117
Audi A1,Sedans,17000,15000,70,Used,Other,0.999,BENZINE,11,5,11,2016.0,White,4.0,5,Semi-automatic,4.4,5.4,102
Audi A1,Sedans,14200,31056,70,Used,Other,0.999,BENZINE,2,1,12,2017.0,Red,4.0,4,Manual,4.2,5.0,97
Audi A3,Sedans,25539,1,110,New,Other,1.498,BENZINE,5,1,12,2019.0,Blue,4.0,5,Automatic,5.5,6.9,125
Opel Corsa,Compact,15290,7500,66,Used,"Cloth, Black",1.398,BENZINE,16,3,14,2019.0,White,5.0,5,Automatic,6.0,7.8,140
Opel Astra,Compact,14900,5555,81,Used,Other,1.598,DIESEL,19,1,69,2018.0,Black,5.0,5,Manual,3.7,4.2,107
Audi A1,Sedans,16500,29566,62,Used,Other,1.598,DIESEL,7,1,10,2018.0,Blue,4.0,5,Manual,3.7,4.3,98
Renault Clio,Sedans,8150,33285,55,Used,Other,1.461,DIESEL,4,1,7,2017.0,White,4.0,2,Manual,3.3,3.5,85
Renault Espace,Station wagon,20455,68570,118,Used,Black,1.598,DIESEL,11,2,3,2016.0,White,5.0,5,Automatic,4.6,5.0,120
Renault Clio,Station wagon,8470,87860,66,Used,"Cloth, Black",1.461,DIESEL,7,2,10,2016.0,White,5.0,5,Manual,3.2,3.3,82
Renault Clio,Compact,9999,100,55,Used,"Cloth, Black",1.461,DIESEL,11,1,14,2018.0,Grey,5.0,2,Manual,3.3,3.5,90
Audi A1,Compact,27040,0,85,New,"Cloth, Black",0.999,BENZINE,16,3,13,2019.0,White,5.0,4,Automatic,4.8,5.9,110
Audi A1,Sedans,28950,3000,85,Used,"Cloth, Grey",0.999,BENZINE,18,5,15,2019.0,Red,4.0,5,Automatic,4.8,5.9,110
Opel Corsa,Compact,11390,100,51,Pre-registered,"Cloth, Black",1.229,BENZINE,5,2,11,2019.0,Black,5.0,5,Manual,5.6,7.3,129
Opel Astra,Compact,10900,70000,81,Used,Other,1.598,DIESEL,19,1,69,2016.0,Silver,5.0,5,Manual,3.0,4.0,95
Opel Insignia,Station wagon,17220,75185,125,Used,"Full leather, Black",1.956,DIESEL,16,4,18,2016.0,Beige,5.0,5,Automatic,5.7,7.8,149
Opel Corsa,Compact,8950,72000,66,Used,Grey,1.398,BENZINE,6,1,10,2017.0,Black,5.0,5,Manual,5.2,6.9,120
Opel Insignia,Other,16990,36698,74,Used,Other,1.598,DIESEL,19,1,69,2017.0,Black,4.0,5,Manual,4.3,5.1,114
Renault Clio,Sedans,9300,30375,66,Used,Other,0.898,BENZINE,6,1,10,2017.0,Grey,4.0,5,Manual,4.7,5.7,105
Opel Astra,Station wagon,9600,66000,81,Used,Other,1.598,DIESEL,3,1,7,2017.0,Black,5.0,5,Manual,3.6,4.0,95
Audi A3,Sedans,15700,83000,81,Used,"Cloth, Black",1.598,DIESEL,3,1,69,2016.0,Brown,4.0,5,Manual,4.0,4.7,105
Renault Espace,Van,22300,74645,96,Used,Cloth,1.598,DIESEL,19,2,14,2016.0,Black,5.0,7,Manual,4.5,5.1,116
Opel Astra,Station wagon,16989,23685,110,Used,"Cloth, Black",1.399,BENZINE,18,2,14,2018.0,Black,5.0,5,Automatic,5.4,7.1,125
Renault Clio,Station wagon,9950,15900,55,Employee's car,"Cloth, Grey",1.461,DIESEL,6,1,11,2018.0,Beige,5.0,5,Manual,3.3,3.5,85
Opel Insignia,Station wagon,23590,28827,121,Employee's car,Black,1.49,BENZINE,17,1,12,2018.0,Grey,5.0,5,Automatic,6.1,7.5,145
Opel Corsa,Transporter,5600,112413,55,Used,Other,1.248,DIESEL,2,1,9,2016.0,White,5.0,2,Manual,3.8,4.6,101
Opel Corsa,Compact,13990,51,66,Used,"Cloth, Black",1.398,BENZINE,16,3,13,2018.0,Grey,5.0,5,Automatic,6.6,8.2,149
Opel Insignia,Station wagon,36590,500,147,Demonstration,"Cloth, Black",1.598,BENZINE,16,2,16,2019.0,Blue,5.0,5,Automatic,6.6,8.2,151
Opel Corsa,Compact,17990,10000,66,Used,"Cloth, Black",1.398,BENZINE,16,1,14,2019.0,Grey,5.0,5,Automatic,6.3,7.8,143
Audi A3,Station wagon,22925,31,85,Used,"Part leather, Other",1.598,DIESEL,15,3,13,2019.0,White,5.0,5,Manual,4.4,5.0,114
Opel Corsa,Sedans,8500,52500,51,Employee's car,Cloth,1.229,BENZINE,3,1,8,2017.0,White,4.0,5,Manual,5.3,6.6,124
Audi A3,Sedans,23480,2267,85,Used,"Cloth, Black",0.999,BENZINE,9,3,10,2018.0,Black,4.0,5,Automatic,4.8,5.8,114
Opel Insignia,Station wagon,17590,88600,125,Used,"Full leather, Black",1.956,DIESEL,18,5,17,2017.0,Grey,5.0,5,Manual,5.7,7.8,150
Opel Corsa,Sedans,7800,82000,51,Used,Black,1.229,BENZINE,4,1,11,2016.0,Silver,4.0,5,Manual,5.3,6.6,124
Audi A3,Station wagon,26015,100,85,Used,Cloth,0.999,BENZINE,12,3,10,2019.0,White,5.0,5,Automatic,4.5,5.4,117
Opel Astra,Station wagon,12900,49000,81,Used,"Cloth, Black",1.598,DIESEL,14,2,16,2017.0,Silver,5.0,5,Manual,3.5,4.0,92
Opel Insignia,Station wagon,23500,24337,125,Used,"Cloth, Black",1.956,DIESEL,20,3,18,2018.0,Grey,5.0,5,Automatic,5.7,7.5,150
Renault Clio,Sedans,12500,55000,88,Used,Other,1.197,BENZINE,5,2,9,2016.0,White,4.0,5,Automatic,5.2,6.6,120
Audi A1,Compact,16900,21000,66,Used,"Cloth, Black",1.422,DIESEL,16,2,12,2017.0,Silver,5.0,4,Automatic,3.8,4.3,99
Opel Insignia,Station wagon,21250,29500,121,Used,"Part leather, Black",1.49,BENZINE,26,7,21,2018.0,Brown,5.0,5,Manual,6.1,7.6,139
Opel Insignia,Station wagon,22890,24100,100,Employee's car,"Cloth, Grey",1.598,DIESEL,14,3,14,2018.0,Black,5.0,5,Automatic,5.4,6.8,142
Renault Clio,Compact,6800,34000,54,Used,"Cloth, Black",1.149,BENZINE,3,1,10,2016.0,White,5.0,5,Manual,5.6,7.2,133
Opel Insignia,Sedans,27804,0,125,New,Other,1.956,DIESEL,19,1,69,2019.0,Grey,4.0,5,Automatic,5.0,6.0,150
Opel Astra,Station wagon,11370,78000,70,Used,Cloth,1.598,DIESEL,8,1,13,2017.0,Silver,5.0,5,Manual,3.6,4.2,95
Opel Insignia,Station wagon,29980,2001,103,Used,"Full leather, Black",1.49,BENZINE,23,4,16,2019.0,Blue,5.0,5,Manual,5.9,7.5,133
Renault Clio,Sedans,16100,12481,66,Used,Other,1.461,DIESEL,3,1,6,2018.0,White,4.0,5,Automatic,3.5,3.3,92
Audi A3,Sedans,31900,10,85,Used,"Part leather, Black",1.598,DIESEL,19,6,14,2019.0,Black,4.0,5,Semi-automatic,3.9,4.1,103
Audi A1,Sedans,17999,26000,85,Used,Other,1.598,DIESEL,3,1,7,2016.0,Black,4.0,4,Semi-automatic,3.7,4.3,97
Audi A3,Sedans,12900,124800,81,Used,Other,1.598,DIESEL,14,5,19,2016.0,Blue,4.0,5,Manual,3.9,4.6,104
Renault Clio,Sedans,24300,500,162,Employee's car,"Full leather, Black",1.618,BENZINE,9,1,11,2018.0,Black,4.0,5,Automatic,5.9,7.6,135
Audi A1,Sedans,13700,53000,70,Used,"Cloth, Black",0.999,BENZINE,13,3,14,2016.0,Black,4.0,4,Manual,5.1,6.2,114
Renault Clio,Station wagon,7999,110003,66,Used,"Cloth, Black",1.461,DIESEL,14,2,14,2016.0,Black,5.0,5,Manual,3.3,3.5,85
Renault Clio,Compact,16690,8750,87,Used,"Part leather, Black",1.197,BENZINE,17,3,16,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
Audi A3,Sedans,23900,100,85,New,"Cloth, Grey",1.598,DIESEL,3,1,11,2019.0,Black,4.0,5,Manual,3.8,4.5,99
Audi A1,Sedans,22000,10,85,Demonstration,"Cloth, Other",0.999,BENZINE,3,1,10,2019.0,White,4.0,5,Manual,4.8,5.9,108
Audi A1,Sedans,19120,13256,70,Used,Other,0.999,BENZINE,4,1,10,2017.0,Blue,4.0,5,Automatic,4.5,5.4,103
Audi A1,Compact,21490,0,70,New,"Cloth, Black",0.999,BENZINE,12,2,12,2019.0,White,5.0,5,Manual,4.6,5.8,104
Opel Corsa,Other,9500,1501,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,4.7,5.8,110
Audi A3,Station wagon,25400,0,110,New,"Cloth, Black",1.498,BENZINE,15,3,13,2019.0,Black,5.0,5,Manual,5.0,6.3,114
Opel Insignia,Station wagon,20890,29010,125,Used,Black,1.956,DIESEL,20,5,16,2018.0,Black,5.0,5,Manual,5.4,6.8,142
Audi A1,Compact,14990,49351,66,Used,"Cloth, Grey",1.422,DIESEL,17,3,13,2016.0,Black,5.0,5,Automatic,4.0,4.4,104
Renault Espace,Van,26990,5992,118,Used,Black,1.598,DIESEL,16,1,14,2017.0,Grey,5.0,7,Automatic,4.7,5.1,123
Audi A3,Sedans,24950,50,85,Pre-registered,"Part leather, Black",1.598,DIESEL,12,1,11,2019.0,Black,4.0,5,Manual,4.5,5.2,108
Opel Insignia,Station wagon,21390,12669,121,Employee's car,"Cloth, Black",1.49,BENZINE,21,5,18,2017.0,White,5.0,5,Automatic,6.2,7.7,141
Audi A3,Sedans,21978,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Black,4.0,5,Manual,5.1,6.1,118
Opel Astra,Sedans,17925,0,92,New,"Cloth, Other",1.399,BENZINE,7,1,11,2019.0,White,4.0,5,Manual,6.0,7.9,138
Audi A3,Sedans,23650,50,85,Pre-registered,"Part leather, Black",1.598,DIESEL,12,1,11,2019.0,White,4.0,5,Manual,4.5,5.2,108
Audi A3,Sedans,19500,23644,85,Used,"Other, Other",1.598,DIESEL,19,1,5,2018.0,Blue,4.0,5,Manual,4.0,4.5,1
Audi A3,Sedans,19950,59300,81,Used,"Cloth, Black",1.598,DIESEL,14,1,15,2017.0,White,4.0,5,Automatic,3.8,4.3,99
Opel Astra,Sedans,8950,209467,100,Used,"Part leather, Black",1.598,DIESEL,12,2,9,2016.0,Black,4.0,5,Manual,3.9,4.6,103
Renault Espace,Van,34798,0,165,Pre-registered,"Cloth, Brown",1.798,BENZINE,11,2,14,2018.0,Grey,5.0,5,Automatic,6.8,8.7,153
Opel Corsa,Sedans,7490,55000,51,Used,Other,1.229,BENZINE,3,1,7,2017.0,Grey,4.0,5,Manual,5.3,6.6,124
Opel Insignia,Sedans,24323,0,122,New,Other,1.49,BENZINE,19,1,69,2019.0,Black,4.0,5,Manual,6.0,7.0,141
Audi A3,Sedans,19000,50000,81,Used,Other,1.598,DIESEL,23,8,20,2017.0,White,4.0,5,Manual,4.0,4.7,107
Audi A1,Sedans,20800,28500,92,Used,Other,1.395,BENZINE,17,5,16,2017.0,White,4.0,4,Automatic,4.9,6.2,112
Audi A3,Compact,16950,66466,81,Used,"Cloth, Grey",1.598,DIESEL,15,1,13,2017.0,Black,5.0,5,Manual,3.8,4.3,99
Audi A1,Sedans,13560,63250,66,Used,"Cloth, Black",1.422,DIESEL,13,1,13,2016.0,White,4.0,5,Manual,3.7,4.2,97
Opel Insignia,Station wagon,33490,10,147,New,"Part leather, Black",1.6,BENZINE,23,8,19,2019.0,Black,5.0,5,Manual,6.3,8.0,145
Audi A3,Sedans,22990,789,85,Used,Cloth,0.999,BENZINE,13,3,13,2018.0,Grey,4.0,5,Automatic,4.5,5.4,104
Audi A3,Compact,15900,108000,92,Used,Other,1.395,BENZINE,19,1,69,2016.0,White,5.0,5,Manual,5.0,6.0,119
Opel Corsa,Sedans,7180,69943,51,Used,Other,1.229,BENZINE,5,2,11,2017.0,Black,4.0,5,Manual,5.3,6.6,124
Renault Clio,Compact,7950,93000,55,Used,Grey,1.461,DIESEL,6,1,10,2016.0,White,5.0,5,Manual,3.3,3.5,85
Audi A1,Compact,15950,8265,60,Used,"Cloth, Black",0.999,BENZINE,14,3,13,2018.0,Red,5.0,4,Manual,4.2,5.0,97
Renault Clio,Sedans,11300,28000,87,Used,Other,1.197,BENZINE,10,1,12,2017.0,Red,4.0,5,Automatic,5.4,6.8,120
